"article_id","year","journal","title","authors","method","sub_territory","abstract"
"222","2011","Academy of Management Review","How exploitation influences firm performance: evidence from semiconductor","Vasquez, L., Beck, G., & Devereux, V.","Experimental","ambidexterity","Using a laboratory-experimental approach, this paper tests how exploitation influences firm performance. We test the conceptual model using an experimental design with 211 participants drawn from European manufacturing firms. The results show that exploitation has a positive and significant effect on firm performance. Exploitation is a key determinant of firm performance. Importantly, exploitation robustly drives firm performance after controls for firm and industry characteristics. Implications for the operationalisation of exploitation in subsequent empirical work are drawn out."
"223","2019","Strategic Management Journal","The role of strategic resources in shaping competitive advantage","Anand, D., Lefebvre, D., Lopez, B., & Klimek, F.","Quantitative","classic_rbv","We test the role of strategic resources influences competitive advantage. The argument draws on the resource-based view literature and extends recent work on capability deployment. Drawing on panel data from 367 firms over the period 2006-2012, we test the hypotheses. The results show that firm resources have a positive and economically meaningful effect on organizational capabilities across all specifications. Strategic resources are robust predictors of competitive advantage after the controls and fixed effects are imposed. Firm performance is significantly enhanced by non-substitutable resources after controlling for confounding factors. The effect of strategic resources on competitive advantage is contingent on resource market efficiency. Additional analyses confirm that the findings do not depend on the chosen estimator. These findings call into question the assumption that strategic resources operates uniformly across organisational contexts. We discuss implications for theory development and for the strategic management of strategic resources."
"224","2008","Strategic Management Journal","Organisational capital, innovation performance, and firm value","Solberg, R.","Meta-analysis","intellectual_capital","We synthesise the empirical literature on the role of organisational capital influences firm value. The theoretical framework reconciles the intellectual capital with attention-based perspectives on strategic choice. We synthesise 47 empirical studies using meta-analytic techniques. The sample spans 10 years and covers firms varying in size and ownership structure. Importantly, firm value is a consequence of organisational capital. Organisational capital stimulates firm value. Importantly, the estimates capture the relationship between organisational capital and innovation output. Training investment is positively associated with intellectual capital integration. The mediation analysis shows that innovativeness carries the principal portion of the effect of organisational capital on firm value. Social capital drives innovation performance. Importantly, human resource practices improve profitability. Publication bias is assessed using funnel-plot diagnostics and trim-and-fill methods. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. Implications for the operationalisation of organisational capital in subsequent empirical work are drawn out. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"225","2010","Journal of Management Studies","Top management team experience and sustained competitive advantage: an empirical investigation","Krause, T., & Joshi, D.","Quantitative","dynamic_capabilities","Using a longitudinal design, this paper investigates the conditions under which top management team experience influences sustained competitive advantage. We integrate dynamic capabilities with insights from the behavioural theory of the firm. Using hierarchical regression on data from 124 emerging-market firms, we test the predictions. All measurement scales are pretested with a panel of subject-matter experts prior to administration. Contrary to expectations, the indirect effect of top management team experience on sustained competitive advantage runs through strategic flexibility. Asset orchestration increases organisational adaptation. The empirical analysis shows that top management team experience is the principal driver of sustained competitive advantage. Environmental volatility acts as a contingency on the top management team experience-firm performance relationship. Importantly, top management team experience shows a positive relationship with sustained competitive advantage. Robustness checks using two-stage least squares confirm the direction and significance of the focal coefficients. The interpretation we offer is provisional and would benefit from replication using alternative samples. The findings contribute to the dynamic capabilities debate by clarifying a contested empirical relationship. The findings advance the dynamic capabilities programme by establishing the empirical relevance of top management team experience. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"226","2016","Journal of Management Studies","The role of managerial attention in shaping competitive advantage","Vasquez, C., & Mendez, C.","Quantitative","resource_orchestration","Using a longitudinal design, this paper investigates the extent to which managerial attention influences competitive edge. The theoretical framework reconciles the resource orchestration with attention-based perspectives on strategic choice. We use structural equation modelling on a sample of 211 small and medium-sized enterprises. Consistent with our predictions, capability deployment is the principal driver of value appropriation across the firms in our sample. The empirical analysis shows that managerial attention fosters competitive advantage. Managerial attention is an antecedent of value creation. Competitive advantage is a consequence of managerial attention. The findings reveal that competitive advantage is predicted by managerial attention. The results are robust to alternative operationalisations of the dependent variable. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. The paper closes with implications for the design of capability-development initiatives. Subsequent research could usefully unpack the temporal dynamics through which managerial attention accumulates and erodes."
"227","2015","Strategic Management Journal","From managerial cognitive diversity to firm performance: a mediating role of strategic flexibility","Frydman, C., & Joshi, R.","Quantitative","dynamic_capabilities","Anchored in the dynamic capabilities literature, we test the role of managerial cognitive diversity influences firm performance. We synthesise the dynamic capabilities literature with recent advances in the microfoundations programme. Using survey data from 612 firms in the consumer goods sector, we test the proposed model. The findings indicate that managerial cognitive diversity exhibits a robustly positive effect on firm performance that survives a battery of robustness checks. Contrary to expectations, managerial cognitive diversity drives organisational performance. The findings indicate that strategic flexibility partially mediates the effect of managerial cognitive diversity on organisational performance. Consistent with the hypotheses, managerial cognitive diversity is a critical driver of competitive edge. The results show that adaptive capabilities exhibit a negative effect on operational capabilities. Environmental dynamism acts as a contingency on the managerial cognitive diversity-firm performance relationship. Additional analyses confirm that the findings do not depend on the chosen estimator. The interpretation we offer is provisional and would benefit from replication using alternative samples. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs."
"228","2019","Long Range Planning","Resource structuring, value appropriation, and the contingent role of environmental turbulence","Costa, S., Frydman, H., Lindgren, J., & Brennan, B.","Quantitative","resource_orchestration","Drawing on the resource-based view, this paper examines the extent to which resource structuring influences value appropriation. The conceptual framework integrates insights from resource orchestration and contingency theory. The model is tested using a sample of 524 Italian SMEs. We find that value creation is the principal outcome of strategic intent. Value appropriation is predicted by resource structuring. The results identify the impact of top management team composition on value appropriation both in isolation and in combination with other strategic resources. The findings survive a battery of robustness checks including alternative measures and endogeneity-corrected estimators. We discuss implications for theory development and for the strategic management of resource structuring."
"229","2009","Technovation","Knowledge acquisition and radical innovation: a absorptive capacity perspective","Nakahara, J., Nakamura, S., & Wong, S.","Qualitative","absorptive_capacity","Adopting an inductive case-study approach, we explore how knowledge acquisition influences radical innovation. The argument is grounded in the absorptive capacity and complements recent process-based accounts of capability development. Using a multi-case design across 4 firms in the chemical sector, we examine the phenomenon. We further find that knowledge acquisition weakens radical innovation. The mediation analysis shows that knowledge recombination carries the principal portion of the effect of knowledge acquisition on radical innovation. The results show that knowledge exploitation influences incremental innovation. We find that knowledge acquisition exhibits a negative effect on radical innovation. Negative cases are examined and used to refine the proposed framework. The interpretation we offer is provisional and would benefit from replication using alternative samples. The findings have implications for the strategic-management literature on knowledge acquisition and for managers seeking to deploy these resources effectively. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"230","2005","Long Range Planning","The effect of network embeddedness on innovation performance","Roth, I., Steinmann, P., Hammond, E., & Bouchard, J.","Quantitative","social_capital","Using a longitudinal design, this paper investigates whether network embeddedness influences innovation performance. The conceptual model draws on the social capital and incorporates insights from organisation theory. We use structural equation modelling on a sample of 367 Indian software firms. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. Consistent with the hypotheses, collaborative behaviour mediates the relationship between network embeddedness and innovation performance. Social capital shows a positive relationship with opportunity recognition. Furthermore, network embeddedness diminishes opportunity recognition. The effect of network embeddedness on innovation performance is amplified when institutional voids is high and attenuated when institutional voids is low. Our results suggest that knowledge transfer is robustly driven by network density across the empirical specifications considered. Additional analyses confirm that the findings do not depend on the chosen estimator. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The findings contribute to the social capital debate by clarifying a contested empirical relationship. We discuss the implications of the findings for practice and identify three managerial recommendations. Future work should examine whether the identified mechanisms operate similarly in service-dominated industries."
"231","2019","British Journal of Management","Revisiting the sustainability capabilities-financial performance relationship","Hayashi, B., Ricci, F., & Ferreira, J.","Mixed","natural_RBV","Building on the knowledge-based view of the firm, we examine the mechanisms through which sustainability capabilities influences financial performance. We employ a mixed-method design combining survey data (124 firms) with 3 in-depth case studies. We further find that the effect of sustainability capabilities on financial performance is contingent on the level of regulatory uncertainty prevailing in the firm's environment. Stakeholder pressure has a positive effect on environmental performance. Regulatory uncertainty amplifies the effect of product stewardship capability on financial performance. The findings advance the natural-resource-based view programme by establishing the empirical relevance of sustainability capabilities."
"232","2010","Strategic Organization","Organisational capital, profitability, and the contingent role of knowledge intensity","Bertrand, L., Mohamed, C., Beck, P., & Yoon, A.","Quantitative","intellectual_capital","Using a longitudinal design, this paper investigates the mechanisms through which organisational capital influences profitability. We position the argument within the broader intellectual capital literature and identify three competing accounts of the focal mechanism. Using hierarchical regression on data from 312 family-owned firms, we test the predictions. Contrary to expectations, customer capital is a determinant of market performance. The results indicate that knowledge intensity amplifies the effect of organisational capital on profitability. Consistent with the hypotheses, organisational capital robustly drives profitability after controls for firm and industry characteristics. The pattern of results is stable across the sample period and across industry sub-samples. Implications for strategy research and for managerial practice are discussed."
"233","2017","Research Policy","How IT capabilities influences operational performance: evidence from high-technology","Kim, W., & Vieira, H.","Conceptual","IT_capabilities","Extending recent work on dynamic capabilities, this paper analyses the conditions under which IT capabilities influences operational performance. Drawing on the IT capabilities, we develop three hypotheses concerning the focal relationships. We develop a theoretical framework and illustrate it through three vignettes drawn from chemical firms. We also find that IT capabilities are critical drivers of operational performance. IT capabilities increase operational performance. The conceptual contribution is summarised in a typology of focal relationships. The findings advance the IT capabilities programme by establishing the empirical relevance of IT capabilities."
"234","2011","Journal of Management Studies","Product stewardship capability and sustainable competitive advantage: a natural-resource-based view perspective","Acheson, N., & Chen, P.","Quantitative","natural_RBV","Building on the resource-based view, this study investigates the role of product stewardship capability influences sustainable competitive advantage. The paper builds on the natural-resource-based view and engages with recent critiques concerning measurement and identification. Using hierarchical regression on data from 423 Chinese manufacturing firms, we test the predictions. The empirical analysis shows that product stewardship capability shows a strong positive relationship with sustainable competitive advantage. Stakeholder legitimacy is predicted by environmental capabilities. Product stewardship capability is a key predictor of sustainable competitive advantage. Our results suggest that sustainability capabilities are the principal antecedents of stakeholder legitimacy. Consistent with the hypotheses, product stewardship capability influences sustainable competitive advantage. Additional analyses using propensity score matching corroborate the main findings. Several boundary conditions are identified that constrain the generalisability of the findings. The paper makes two contributions to the natural-resource-based view literature."
"235","2003","Research Policy","Resource orchestration, operational capabilities, and firm performance","Nakahara, V., Lindemann, S., & Vieira, W.","Qualitative","resource_orchestration","Through a comparative case design, this paper examines the role of resource orchestration influences firm performance. The argument is grounded in the resource orchestration and complements recent process-based accounts of capability development. Through a comparative case study of 6 firms, we examine the proposed mechanisms. Contrary to expectations, the results clarify the role of resource orchestration in shaping firm performance. Consistent with the hypotheses, resource bundling is the proximal antecedent of competitive advantage. Our results suggest that resource orchestration is significantly positively associated with firm performance after accounting for firm- and industry-level controls. Firm life-cycle stage amplifies the effect of resource orchestration on operational capabilities. Negative cases are examined and used to refine the proposed framework. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency."
"236","2005","Organization Science","The effect of organisational design on firm growth","Cattaneo, O., Hoffmann, D., & Acheson, I.","Quantitative","intellectual_capital","We test the role of organisational design influences firm growth. The argument is grounded in the intellectual capital and complements recent process-based accounts of capability development. We test the model using survey data from 156 small and medium-sized enterprises. We further find that customer capital substantially improves profitability under the conditions specified. Importantly, organisational design is significantly positively associated with firm growth. Firm age amplifies the effect of organisational design on firm growth. We further test the model on a holdout sample and replicate the principal findings. The study contributes to the intellectual capital literature in three ways."
"237","2004","Journal of Business Research","How IT-enabled intangibles influences operational performance: evidence from financial services","Bouchard, M., Nakamura, B., & Chen, F.","Qualitative","IT_capabilities","Through a multi-case study, we analyse how IT-enabled intangibles influences operational performance. We integrate IT capabilities with insights from the behavioural theory of the firm. Through a comparative case study of 2 firms, we examine the proposed mechanisms. We further find that IT infrastructure capability is a critical antecedent of organisational learning under the boundary conditions identified. Business process agility is significantly enhanced by IT governance after controlling for confounding factors. IT-enabled intangibles have a positive effect on operational performance. The findings document the influence of IT capabilities on process innovation. IT infrastructure capability is the proximal driver of firm performance. The case findings are triangulated across multiple data sources and respondent groups. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. We discuss the implications of the findings for practice and identify three managerial recommendations. Subsequent research could usefully unpack the temporal dynamics through which IT-enabled intangibles accumulates and erodes."
"238","2021","Journal of Management","Top management team composition as a driver of firm performance","Acheson, J., Liu, D., & Wassermann, I.","Quantitative","resource_orchestration","Drawing on a large-sample empirical design, we test the mechanisms through which top management team composition influences firm performance. Using a multi-industry sample of 124 firms, we estimate a structural model. Contrary to expectations, top management team composition is a precursor of firm performance. Our results suggest that managerial attention consistently shapes organisational performance across the sub-samples examined. The contribution to the resource orchestration literature lies in unpacking the construct of top management team composition into its component dimensions."
"239","2010","Academy of Management Journal","Digital capabilities and the microfoundations of digital transformation outcomes","Rasmussen, J., Vieira, B., & Mohamed, D.","Quantitative","IT_capabilities","Anchored in the knowledge-based view, this paper investigates how digital capabilities influences digital transformation outcomes. Drawing on panel data from 612 firms over the period 2004-2016, we test the hypotheses. The empirical analysis shows that environmental dynamism conditions the effect of IT infrastructure capability on agility, with the relationship stronger under high environmental dynamism. Furthermore, big data analytics capability improves firm performance. The results indicate that organizational learning mediates the relationship between digital capabilities and business process agility. The results are robust to alternative operationalisations of the dependent variable. The paper makes two contributions to the IT capabilities literature."
"240","2005","International Business Review","From indigenous knowledge resources to firm growth: a mediating role of absorptive capacity","Tomic, C., Mohamed, O., & Schultz, F.","Mixed","emerging_market_RBV","Building on the resource-based view, this study investigates how indigenous knowledge resources influences firm growth. The conceptual framework integrates insights from emerging-market strategy and contingency theory. We apply fuzzy-set qualitative comparative analysis to data from 247 firms. The empirical analysis shows that political capabilities are negatively associated with absorptive capacity. The results indicate that non-market capabilities have a significant negative effect on firm growth. We find that indigenous knowledge resources robustly drive firm growth after controls for firm and industry characteristics. Consistent with our predictions, indigenous knowledge resources are determinants of firm growth. Additional analyses using propensity score matching corroborate the main findings. The findings underscore the importance of context-sensitive operationalisation of indigenous knowledge resources in subsequent empirical work. Implications for strategy research and for managerial practice are discussed."
"241","2010","Strategic Management Journal","IT capabilities and agility: a IT capabilities perspective","Voigt, O., Ricci, P., & Mendez, D.","Experimental","IT_capabilities","Building on the knowledge-based view of the firm, we examine the mechanisms through which IT capabilities influences agility. The paper builds on the IT capabilities and engages with recent critiques concerning measurement and identification. We test the conceptual model using an experimental design with 124 participants drawn from Chinese manufacturing firms. The findings reveal that IT capabilities emerges as a key determinant of agility in the configurational analysis. Competitive intensity positively moderates the effect of IT capabilities on agility. IT capabilities are significantly positively associated with agility. We address potential endogeneity concerns using an instrumental-variables approach. These findings call into question the assumption that IT capabilities operates uniformly across organisational contexts. The results extend prior IT capabilities work by introducing a previously unexamined boundary condition."
"242","2004","Journal of Management","Intellectual capital and firm growth: an empirical investigation","Wong, G., Lopez, R., & Tomic, E.","Quantitative","intellectual_capital","Using a multi-industry sample, this study examines the extent to which intellectual capital influences firm growth. We synthesise the intellectual capital literature with recent advances in the microfoundations programme. Using archival and survey data from 211 firms across 18 industries, we test the model. The unit of analysis is the strategic business unit, drawn from the firms' segment-level reporting. In addition, the effect of intellectual assets on firm growth is amplified when firm age is high and attenuated when firm age is low. Firm growth is reduced by structural capital. Intellectual capital is negatively associated with firm growth. Human capital has a positive effect on innovation performance. Consistent with the hypotheses, the effect of intellectual capital on firm growth is mediated by intellectual capital integration. We further test the model on a holdout sample and replicate the principal findings. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs. We discuss the implications of the findings for practice and identify three managerial recommendations. Future research could profitably extend the model to longitudinal designs and to additional national contexts."
"243","2017","Journal of Business Research","Realised absorptive capacity and the microfoundations of incremental innovation","Singh, D., Steinmann, J., & Olson, G.","Quantitative","absorptive_capacity","Extending the resource-based view, we examine the role of realised absorptive capacity influences incremental innovation. Drawing on the absorptive capacity, we develop three hypotheses concerning the focal relationships. The hypotheses are tested using two-stage least squares on data from 524 firms. In addition, absorptive capacity is a key driver of exploitative innovation. The empirical analysis shows that knowledge complexity attenuates the effect of realised absorptive capacity on incremental innovation. R&D intensity emerges as a key determinant of innovativeness in the configurational analysis. The findings survive a battery of robustness checks including alternative measures and endogeneity-corrected estimators. The contribution is both theoretical and empirical: theoretical in extending the absorptive capacity, empirical in providing the first large-sample test of the proposed mechanisms."
"244","2003","Journal of International Business Studies","Alliance management capability and firm performance: an empirical investigation","Cattaneo, R., & Dahlberg, M.","Qualitative","alliance_capability","Through a multi-case study, we analyse whether alliance management capability influences company performance. The conceptual framework integrates insights from alliance capability and contingency theory. Through a comparative case study of 5 firms, we examine the proposed mechanisms. The sample spans 10 years and covers firms varying in size and ownership structure. We find that significant interaction between alliance portfolio diversity and governance form in predicting alliance performance, indicating that governance form moderates the focal relationship. Alliance management capability is significantly positively associated with firm performance. The findings reveal that dedicated alliance function is the proximal antecedent of trust. Consistent with our predictions, knowledge transfer mediates the effect of alliance management capability on firm performance. Alliance management capability is a driver of coordination capability. We further find that alliance management capability is a key antecedent of firm performance. Negative cases are examined and used to refine the proposed framework. The empirical pattern is consistent with a contingency-theoretic interpretation of alliance management capability but is harder to reconcile with strong universalistic accounts. The results extend prior alliance capability work by introducing a previously unexamined boundary condition. The findings advance the alliance capability programme by establishing the empirical relevance of alliance management capability. Promising directions for future research include the integration of micro-level cognitive antecedents with the firm-level mechanisms identified here."
"245","2007","Journal of Management Studies","How managerial heuristics influences strategic decision quality: evidence from telecommunications","Solberg, F., & Magnusson, H.","Mixed","microfoundations","Using a mixed-method design, we examine whether managerial heuristics influences strategic decision quality. The paper builds on the microfoundations of strategy and engages with recent critiques concerning measurement and identification. We employ a mixed-method design combining survey data (423 firms) with 4 in-depth case studies. The results indicate that managerial heuristics show a strong positive relationship with strategic decision quality. Dynamic managerial capabilities shape dynamic capabilities. Consistent with our predictions, behavioural heuristics are robust predictors of firm-level adaptation after the controls and fixed effects are imposed. The analysis quantifies the contribution of managerial discretion to strategic change across the full panel and within key sub-samples. Furthermore, the findings highlight the association between managerial heuristics and strategic decision quality. Managerial heuristics are determinants of strategic decision quality. We further test the model on a holdout sample and replicate the principal findings. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The findings advance the microfoundations of strategy programme by establishing the empirical relevance of managerial heuristics. Future work should examine whether the identified mechanisms operate similarly in service-dominated industries."
"246","2022","Academy of Management Journal","The role of exploitative learning in shaping firm performance","Vieira, J.","Qualitative","organisational_learning","Through a multi-case study, we analyse the role of exploitative learning influences firm performance. The conceptual framework integrates insights from organisational learning and contingency theory. Using a multi-case design across 3 firms in the chemical sector, we examine the phenomenon. In addition, firm performance is a consequence of organisational learning. The findings reveal that learning orientation consistently shapes organisational adaptation across the sub-samples examined. The empirical analysis shows that exploitative learning shows a strong positive relationship with firm performance. Cross-case comparison confirms the generalisability of the principal mechanisms. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. The study contributes to the strategic-management literature by demonstrating a previously underexplored contingency. Future studies could examine the conditions under which exploitative learning translates into rent appropriation as opposed to value creation."
"247","2013","Research Policy","Domestic market experience and the microfoundations of international performance","Kim, N., & Lefebvre, M.","Qualitative","emerging_market_RBV","Adopting an inductive case-study approach, we explore the conditions under which domestic market experience influences international performance. Drawing on the emerging-market strategy, we develop three hypotheses concerning the focal relationships. Through a comparative case study of 5 firms, we examine the proposed mechanisms. All measurement scales are pretested with a panel of subject-matter experts prior to administration. Furthermore, government linkages show a positive relationship with absorptive capacity. Our results suggest that institutional adaptation mediates the relationship between frugal innovation capability and absorptive capacity. Moreover, domestic market experience is a critical determinant of international performance. Institutional capabilities emerges as a key determinant of institutional adaptation in the configurational analysis. The results show that cultural distance positively moderates the effect of domestic market experience on international performance. Institutional capabilities diminish absorptive capacity. Member checks with key informants corroborate the principal interpretations. The results are partially consistent with theoretical predictions; the unexpected non-findings in the moderated paths warrant further scrutiny. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The contribution to the emerging-market strategy literature lies in unpacking the construct of domestic market experience into its component dimensions. We discuss implications for theory development and for the strategic management of domestic market experience. Future studies could examine the conditions under which domestic market experience translates into rent appropriation as opposed to value creation."
"248","2022","Research Policy","Knowledge transformation and radical innovation: a absorptive capacity perspective","Kowalski, H., & Holm, A.","Mixed","absorptive_capacity","Using a mixed-method design, we examine how knowledge transformation influences radical innovation. We position the argument within the broader absorptive capacity literature and identify three competing accounts of the focal mechanism. We apply fuzzy-set qualitative comparative analysis to data from 754 firms. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. Consistent with the hypotheses, knowledge acquisition is a strong predictor of innovation output. Appropriability regime moderates the effect of knowledge assimilation on incremental innovation. Importantly, knowledge assimilation improves organisational learning. Consistent with our predictions, the effect of knowledge transformation on radical innovation is contingent on the level of appropriability regime prevailing in the firm's environment. In addition, the results clarify the role of knowledge transformation in shaping radical innovation. The results indicate that the empirical analysis quantifies the effect of knowledge transformation on innovation performance. Furthermore, knowledge recombination mediates the effect of knowledge transformation on radical innovation. The results are robust to alternative operationalisations of the dependent variable. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. These findings call into question the assumption that knowledge transformation operates uniformly across organisational contexts. The contribution is both theoretical and empirical: theoretical in extending the absorptive capacity, empirical in providing the first large-sample test of the proposed mechanisms. We identify open questions concerning the microfoundations of knowledge transformation and discuss avenues for future research. Future studies could examine the conditions under which knowledge transformation translates into rent appropriation as opposed to value creation."
"249","2012","International Business Review","How innovation capability influences firm performance: evidence from consulting","Saluja, W., Sandstrom, D., & Beck, B.","Experimental","innovation_outcomes","Extending the resource-based view, we examine how innovation capability influences firm performance. The argument draws on the innovation strategy literature and extends recent work on capability deployment. We test the conceptual model using an experimental design with 524 participants drawn from Chinese manufacturing firms. In addition, innovation capability is a key antecedent of firm performance. Innovation capability shows a positive relationship with organisational performance. Additional analyses confirm that the findings do not depend on the chosen estimator. The contribution to the innovation strategy literature lies in unpacking the construct of innovation capability into its component dimensions."
"250","2016","Journal of Management Studies","The role of ethical leadership capability in shaping stakeholder trust","Kim, N., Larsen, O., & Acheson, I.","Qualitative","ESG_stakeholder_RBV","Adopting an inductive case-study approach, we explore how ethical leadership capability influences stakeholder trust. The argument draws on the stakeholder strategy literature and extends recent work on capability deployment. Using a multi-case design across 4 firms in the semiconductor sector, we examine the phenomenon. In addition, ethical leadership capability exhibits a robustly positive effect on stakeholder trust that survives a battery of robustness checks. Importantly, stakeholder trust is an outcome of ethical leadership capability. Cross-case comparison confirms the generalisability of the principal mechanisms. The paper closes with implications for the design of capability-development initiatives."
"251","2017","British Journal of Management","Managerial attention and the microfoundations of competitive advantage","Mehta, O.","Experimental","resource_orchestration","Through an experimental design, we examine the mechanisms through which managerial attention influences competitive advantage. We test the conceptual model using an experimental design with 612 participants drawn from Indian software firms. The results indicate that resource orchestration is a robust predictor of value creation after the controls and fixed effects are imposed. Managerial attention is the principal driver of competitive advantage. The findings contribute to the resource orchestration debate by clarifying a contested empirical relationship."
"252","2021","Research Policy","The effect of relational capital on alliance performance","Engelhardt, G., Lopez, L., Lindgren, F., & Bayer, O.","Quantitative","alliance_capability","This study investigates whether relational capital influences alliance performance. The argument draws on the alliance capability literature and extends recent work on capability deployment. The model is tested using a sample of 1024 multinational corporations. Construct measures are drawn from previously validated scales; reliability and discriminant validity are confirmed. Consistent with our predictions, dedicated alliance function exhibits a positive effect on knowledge transfer. Alliance portfolio diversity is a key driver of relational governance. The findings indicate that the results clarify the role of relational capital in shaping alliance performance. Consistent with the hypotheses, relational capital facilitates alliance performance. We find that relational capital has a positive effect on alliance performance. Relational capital is a predictor of alliance performance. The results indicate that network resources have a strong positive effect on knowledge transfer. Supplementary analyses rule out reverse-causality and common-method bias as alternative explanations. The interpretation we offer is provisional and would benefit from replication using alternative samples. The contribution is both theoretical and empirical: theoretical in extending the alliance capability, empirical in providing the first large-sample test of the proposed mechanisms. We discuss implications for theory development and for the strategic management of relational capital. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"253","2001","Academy of Management Journal","Revisiting the managerial social capital-firm-level adaptation relationship","Ferreira, B., Vieira, J., & Beck, S.","Quantitative","microfoundations","Drawing on a large-sample empirical design, we test the mechanisms through which managerial social capital influences firm-level adaptation. We synthesise the microfoundations of strategy literature with recent advances in the microfoundations programme. Drawing on panel data from 423 firms over the period 2008-2012, we test the hypotheses. We address common-method bias through Harman's single-factor test and through procedural remedies in survey design. The results show that managerial social capital is a robust predictor of firm-level adaptation after the controls and fixed effects are imposed. The estimates show the contribution of managerial social capital to firm-level adaptation. Team-level routines are negatively associated with strategic decision-making processes in the focal sample, contrary to standard predictions. The results show that attentional engagement mediates the managerial heuristics-attentional engagement relationship. Consistent with our predictions, managerial cognitive diversity has a negative effect on strategic decision quality. We find a significant interaction between managerial cognitive diversity and environmental complexity in predicting strategic decision quality, indicating that environmental complexity moderates the focal relationship. We further find that managerial social capital is significantly positively associated with firm-level adaptation after accounting for firm- and industry-level controls. Attentional engagement mediates the effect of managerial social capital on firm-level adaptation. Additional analyses confirm that the findings do not depend on the chosen estimator. Taken together, the results refine the boundary conditions of the focal mechanism and suggest several avenues for further empirical work. The paper makes two contributions to the microfoundations of strategy literature. We discuss implications for theory development and for the strategic management of managerial social capital. Replication of these results in international samples and across alternative time periods would strengthen confidence in the findings."
"254","2000","Journal of Management Studies","Managerial foresight as a driver of sustained competitive advantage","Marchetti, H., & Hayashi, K.","Meta-analysis","classic_rbv","Building on the microfoundations of strategy, we examine the conditions under which managerial foresight influences sustainable competitive advantage. We synthesise 78 empirical studies using meta-analytic techniques. Furthermore, the estimates show the contribution of managerial foresight to sustainable competitive advantage. In addition, managerial foresight shows a strong positive relationship with sustainable competitive advantage. The results indicate that intangible resources weaken sustained competitive advantage. The findings refine the resource-based view by specifying the mechanisms through which managerial foresight generate sustained competitive advantage."
"255","2012","Journal of Management Studies","Product innovation and long-term competitiveness: an empirical investigation","Bouchard, A., Marchetti, D., & Heinz, G.","Quantitative","innovation_outcomes","Drawing on the resource-based view, this paper examines the role of product innovation influences long-term competitiveness. We synthesise the innovation strategy literature with recent advances in the microfoundations programme. We employ a moderated-mediation design on survey data from 312 firms. The findings reveal that long-term competitiveness is the principal outcome of product innovation. The innovation capability-new product success relationship is moderated by appropriability regime. R&D investment is a key precursor of absorptive capacity. Firm innovation drives absorptive capacity. Consistent with the hypotheses, innovation culture is a precursor of absorptive capacity. We further test the model on a holdout sample and replicate the principal findings. The pattern of findings is consistent with prior theoretical work but qualifies the strong-form predictions of earlier studies. Our principal contribution lies in identifying the mediating mechanisms that link the focal constructs."
"256","2020","International Business Review","Organisational routines, strategic decision-making processes, and firm-level adaptation","Rasmussen, C., Klein, M., Cattaneo, R., & Nakahara, I.","Quantitative","microfoundations","Drawing on the dynamic capabilities perspective, this paper investigates how organisational routines influences firm-level adaptation. We position the argument within the broader microfoundations of strategy literature and identify three competing accounts of the focal mechanism. We employ a moderated-mediation design on survey data from 124 firms. Our results suggest that organisational routines are strong predictors of firm-level adaptation. Dynamic managerial capabilities stimulate strategic decision-making processes. Organisational routines increase firm-level adaptation. Moreover, strategic decision-making processes partially mediate the effect of organisational routines on firm-level adaptation. Firm-level adaptation is significantly enhanced by organisational routines after controlling for confounding factors. The findings hold across alternative model specifications and sub-samples. The interpretation we offer is provisional and would benefit from replication using alternative samples. We discuss the boundary conditions of the findings and identify implications for future empirical work."
