"article_id","source","target","relation_type","pattern","evidence"
"237","IT governance","business process agility","pos_assoc","C","business process agility is significantly enhanced by IT governance after controlling for confounding factors."
"237","IT-enabled intangibles","operational performance","pos_assoc","E","IT-enabled intangibles have a positive effect on operational performance."
"237","IT capabilities","process innovation","pos_assoc","D","The findings document the influence of IT capabilities on process innovation."
"237","IT infrastructure capability","firm performance","pos_assoc","F","IT infrastructure capability is the proximal driver of firm performance."
"238","top management team composition","firm performance","pos_assoc","F","top management team composition is a precursor of firm performance."
"238","managerial attention","organisational performance","pos_assoc","B","managerial attention consistently shapes organisational performance across the sub-samples examined."
"239","environmental dynamism","IT infrastructure capability -> agility","moderates","A","environmental dynamism conditions the effect of IT infrastructure capability on agility, with the relationship stronger under high environmental dynamism."
"239","big data analytics capability","firm performance","pos_assoc","B","big data analytics capability improves firm performance."
"239","organizational learning","digital capabilities -> business process agility","mediates","A","The results indicate that organizational learning mediates the relationship between digital capabilities and business process agility."
"240","political capabilities","absorptive capacity","neg_assoc","E","political capabilities are negatively associated with absorptive capacity."
"240","non-market capabilities","firm growth","neg_assoc","E","non-market capabilities have a significant negative effect on firm growth."
"240","indigenous knowledge resources","firm growth","pos_assoc","B","indigenous knowledge resources robustly drive firm growth after controls for firm and industry characteristics."
"240","indigenous knowledge resources","firm growth","pos_assoc","F","indigenous knowledge resources are determinants of firm growth."
"241","IT capabilities","agility","pos_assoc","F","IT capabilities emerges as a key determinant of agility in the configurational analysis."
"241","competitive intensity","IT capabilities -> agility","moderates","A","competitive intensity positively moderates the effect of IT capabilities on agility."
"241","IT capabilities","agility","pos_assoc","E","IT capabilities are significantly positively associated with agility."
"242","firm age","intellectual assets -> firm growth","moderates","A","The effect of intellectual assets on firm growth is amplified when firm age is high and attenuated when firm age is low."
"242","structural capital","firm growth","neg_assoc","C","firm growth is reduced by structural capital."
"242","intellectual capital","firm growth","neg_assoc","E","intellectual capital is negatively associated with firm growth."
"242","human capital","innovation performance","pos_assoc","E","human capital has a positive effect on innovation performance."
"242","intellectual capital integration","intellectual capital -> firm growth","mediates","A","The effect of intellectual capital on firm growth is mediated by intellectual capital integration."
"243","absorptive capacity","exploitative innovation","pos_assoc","F","absorptive capacity is a key driver of exploitative innovation."
"243","knowledge complexity","realised absorptive capacity -> incremental innovation","moderates","A","knowledge complexity attenuates the effect of realised absorptive capacity on incremental innovation."
"243","R&D intensity","innovativeness","pos_assoc","F","R&D intensity emerges as a key determinant of innovativeness in the configurational analysis."
"244","governance form","alliance portfolio diversity -> alliance performance","moderates","A","We find a significant interaction between alliance portfolio diversity and governance form in predicting alliance performance, indicating that governance form moderates the focal relationship."
"244","alliance management capability","firm performance","pos_assoc","E","alliance management capability is significantly positively associated with firm performance."
"244","dedicated alliance function","trust","pos_assoc","F","dedicated alliance function is the proximal antecedent of trust."
"244","knowledge transfer","alliance management capability -> firm performance","mediates","A","knowledge transfer mediates the effect of alliance management capability on firm performance."
"244","alliance management capability","coordination capability","pos_assoc","F","alliance management capability is a driver of coordination capability."
"244","alliance management capability","firm performance","pos_assoc","F","alliance management capability is a key antecedent of firm performance."
"245","managerial heuristics","strategic decision quality","pos_assoc","E","managerial heuristics show a strong positive relationship with strategic decision quality."
"245","dynamic managerial capabilities","dynamic capabilities","pos_assoc","B","dynamic managerial capabilities shape dynamic capabilities."
"245","behavioural heuristics","firm-level adaptation","pos_assoc","F","behavioural heuristics are robust predictors of firm-level adaptation after the controls and fixed effects are imposed."
"245","managerial discretion","strategic change","pos_assoc","D","The analysis quantifies the contribution of managerial discretion to strategic change across the full panel and within key sub-samples."
"245","managerial heuristics","strategic decision quality","pos_assoc","D","The findings highlight the association between managerial heuristics and strategic decision quality."
"245","managerial heuristics","strategic decision quality","pos_assoc","F","managerial heuristics are determinants of strategic decision quality."
"246","organisational learning","firm performance","pos_assoc","F","firm performance is a consequence of organisational learning."
"246","learning orientation","organisational adaptation","pos_assoc","B","learning orientation consistently shapes organisational adaptation across the sub-samples examined."
"246","exploitative learning","firm performance","pos_assoc","E","exploitative learning shows a strong positive relationship with firm performance."
"247","government linkages","absorptive capacity","pos_assoc","E","government linkages show a positive relationship with absorptive capacity."
"247","institutional adaptation","frugal innovation capability -> absorptive capacity","mediates","A","institutional adaptation mediates the relationship between frugal innovation capability and absorptive capacity."
"247","domestic market experience","international performance","pos_assoc","F","domestic market experience is a critical determinant of international performance."
"247","institutional capabilities","institutional adaptation","pos_assoc","F","institutional capabilities emerges as a key determinant of institutional adaptation in the configurational analysis."
"247","cultural distance","domestic market experience -> international performance","moderates","A","cultural distance positively moderates the effect of domestic market experience on international performance."
"247","institutional capabilities","absorptive capacity","neg_assoc","B","institutional capabilities diminish absorptive capacity."
"248","knowledge acquisition","innovation output","pos_assoc","F","knowledge acquisition is a strong predictor of innovation output."
"248","appropriability regime","knowledge assimilation -> incremental innovation","moderates","A","appropriability regime moderates the effect of knowledge assimilation on incremental innovation."
"248","knowledge assimilation","organisational learning","pos_assoc","B","knowledge assimilation improves organisational learning."
"248","appropriability regime","knowledge transformation -> radical innovation","moderates","A","The effect of knowledge transformation on radical innovation is contingent on the level of appropriability regime prevailing in the firm's environment."
"248","knowledge transformation","radical innovation","pos_assoc","D","The results clarify the role of knowledge transformation in shaping radical innovation."
"248","knowledge transformation","innovation performance","pos_assoc","D","The empirical analysis quantifies the effect of knowledge transformation on innovation performance."
"248","knowledge recombination","knowledge transformation -> radical innovation","mediates","A","knowledge recombination mediates the effect of knowledge transformation on radical innovation."
"249","innovation capability","firm performance","pos_assoc","F","innovation capability is a key antecedent of firm performance."
"249","innovation capability","organisational performance","pos_assoc","E","innovation capability shows a positive relationship with organisational performance."
"250","ethical leadership capability","stakeholder trust","pos_assoc","E","ethical leadership capability exhibits a robustly positive effect on stakeholder trust that survives a battery of robustness checks."
"250","ethical leadership capability","stakeholder trust","pos_assoc","F","stakeholder trust is an outcome of ethical leadership capability."
"251","resource orchestration","value creation","pos_assoc","F","resource orchestration is a robust predictor of value creation after the controls and fixed effects are imposed."
"251","managerial attention","competitive advantage","pos_assoc","F","managerial attention is the principal driver of competitive advantage."
"252","dedicated alliance function","knowledge transfer","pos_assoc","E","dedicated alliance function exhibits a positive effect on knowledge transfer."
"252","alliance portfolio diversity","relational governance","pos_assoc","F","alliance portfolio diversity is a key driver of relational governance."
"252","relational capital","alliance performance","pos_assoc","D","The results clarify the role of relational capital in shaping alliance performance."
"252","relational capital","alliance performance","pos_assoc","B","relational capital facilitates alliance performance."
"252","relational capital","alliance performance","pos_assoc","E","relational capital has a positive effect on alliance performance."
"252","relational capital","alliance performance","pos_assoc","F","relational capital is a predictor of alliance performance."
"252","network resources","knowledge transfer","pos_assoc","E","network resources have a strong positive effect on knowledge transfer."
"253","managerial social capital","firm-level adaptation","pos_assoc","F","managerial social capital is a robust predictor of firm-level adaptation after the controls and fixed effects are imposed."
"253","managerial social capital","firm-level adaptation","pos_assoc","D","The estimates show the contribution of managerial social capital to firm-level adaptation."
"253","team-level routines","strategic decision-making processes","neg_assoc","E","team-level routines are negatively associated with strategic decision-making processes in the focal sample, contrary to standard predictions."
"253","attentional engagement","managerial heuristics -> attentional engagement","mediates","A","We find that attentional engagement mediates the managerial heuristics-attentional engagement relationship."
"253","managerial cognitive diversity","strategic decision quality","neg_assoc","E","managerial cognitive diversity has a negative effect on strategic decision quality."
"253","environmental complexity","managerial cognitive diversity -> strategic decision quality","moderates","A","We find a significant interaction between managerial cognitive diversity and environmental complexity in predicting strategic decision quality, indicating that environmental complexity moderates the focal relationship."
"253","managerial social capital","firm-level adaptation","pos_assoc","E","managerial social capital is significantly positively associated with firm-level adaptation after accounting for firm- and industry-level controls."
"253","attentional engagement","managerial social capital -> firm-level adaptation","mediates","A","attentional engagement mediates the effect of managerial social capital on firm-level adaptation."
"254","managerial foresight","sustainable competitive advantage","pos_assoc","D","The estimates show the contribution of managerial foresight to sustainable competitive advantage."
"254","managerial foresight","sustainable competitive advantage","pos_assoc","E","managerial foresight shows a strong positive relationship with sustainable competitive advantage."
"254","intangible resources","sustained competitive advantage","neg_assoc","B","intangible resources weaken sustained competitive advantage."
"255","product innovation","long-term competitiveness","pos_assoc","F","long-term competitiveness is the principal outcome of product innovation."
"255","appropriability regime","innovation capability -> new product success","moderates","A","The innovation capability-new product success relationship is moderated by appropriability regime."
"255","R&D investment","absorptive capacity","pos_assoc","F","R&D investment is a key precursor of absorptive capacity."
"255","firm innovation","absorptive capacity","pos_assoc","B","firm innovation drives absorptive capacity."
"255","innovation culture","absorptive capacity","pos_assoc","F","innovation culture is a precursor of absorptive capacity."
"256","organisational routines","firm-level adaptation","pos_assoc","F","organisational routines are strong predictors of firm-level adaptation."
"256","dynamic managerial capabilities","strategic decision-making processes","pos_assoc","B","dynamic managerial capabilities stimulate strategic decision-making processes."
"256","organisational routines","firm-level adaptation","pos_assoc","B","organisational routines increase firm-level adaptation."
"256","strategic decision-making processes","organisational routines -> firm-level adaptation","mediates","A","strategic decision-making processes partially mediate the effect of organisational routines on firm-level adaptation."
"256","organisational routines","firm-level adaptation","pos_assoc","C","firm-level adaptation is significantly enhanced by organisational routines after controlling for confounding factors."
"257","prior alliance experience","alliance performance","pos_assoc","E","prior alliance experience has a significant positive effect on alliance performance."
"257","partner similarity","dedicated alliance function -> coordination capability","moderates","A","The effect of dedicated alliance function on coordination capability is contingent on the level of partner similarity prevailing in the firm's environment."
"257","prior alliance experience","alliance performance","pos_assoc","D","The findings highlight the association between prior alliance experience and alliance performance."
"257","alliance learning","alliance success","pos_assoc","F","alliance learning is a precursor of alliance success."
"257","dedicated alliance function","trust","pos_assoc","F","trust is a consequence of dedicated alliance function."
"257","alliance portfolio diversity","firm performance","pos_assoc","F","alliance portfolio diversity is a predictor of firm performance."
"257","prior alliance experience","alliance performance","pos_assoc","F","prior alliance experience is a determinant of alliance performance."
"257","partner similarity","prior alliance experience -> alliance performance","moderates","A","partner similarity moderates the relationship between prior alliance experience and alliance performance."
"257","partner similarity","alliance learning -> firm-level performance","moderates","A","The effect of alliance learning on firm-level performance is contingent on the level of partner similarity prevailing in the firm's environment."
"258","sustainability capabilities","financial performance","pos_assoc","D","The empirical model captures the effect of sustainability capabilities on financial performance after accounting for plausible confounders."
"258","industry pollution intensity","environmental management capability -> environmental innovation","moderates","A","industry pollution intensity acts as a contingency on the environmental management capability-environmental innovation relationship."
"258","product stewardship capability","sustainable competitive advantage","pos_assoc","D","The model identifies the impact of product stewardship capability on sustainable competitive advantage."
"258","product stewardship capability","stakeholder legitimacy","pos_assoc","F","product stewardship capability is a key driver of stakeholder legitimacy."
"258","sustainability capabilities","financial performance","pos_assoc","E","sustainability capabilities have a strong positive effect on financial performance."
"259","resource leveraging","value creation","pos_assoc","F","resource leveraging is a key determinant of value creation."
"259","strategic alignment","resource leveraging -> value creation","mediates","A","The effect of resource leveraging on value creation is mediated by strategic alignment."
"260","environmental complexity","managerial discretion -> firm-level adaptation","moderates","A","The effect of managerial discretion on firm-level adaptation is contingent on environmental complexity."
"260","managerial cognition","strategic decision quality","pos_assoc","E","managerial cognition shows a strong positive relationship with strategic decision quality."
"260","managerial human capital","attentional engagement","neg_assoc","B","managerial human capital undermines attentional engagement."
"260","managerial mental models","strategic decision-making processes","neg_assoc","B","managerial mental models diminish strategic decision-making processes."
"260","behavioural heuristics","strategic decision-making processes","neg_assoc","B","behavioural heuristics undermine strategic decision-making processes."
"261","network centrality","knowledge access","pos_assoc","C","knowledge access is enhanced by network centrality."
"261","social capital","dynamic capabilities","pos_assoc","C","dynamic capabilities are enhanced by social capital."
"261","social capital resources","dynamic capabilities","pos_assoc","F","social capital resources are the principal drivers of dynamic capabilities across the firms in our sample."
"261","network ties","opportunity recognition","pos_assoc","D","The empirical model captures the effect of network ties on opportunity recognition after accounting for plausible confounders."
"261","social capital","knowledge access","pos_assoc","D","The model identifies the impact of social capital on knowledge access."
"261","network ties","DCs","pos_assoc","D","The results clarify the role of network ties in shaping DCs."
"261","knowledge transfer","social capital -> dynamic capabilities","mediates","A","Bootstrap mediation analysis confirms that knowledge transfer mediates the social capital-dynamic capabilities relationship."
"261","boundary-spanning activity","innovation performance","pos_assoc","F","boundary-spanning activity is a key antecedent of innovation performance."
"261","network governance","network embeddedness -> collaborative behaviour","moderates","A","The effect of network embeddedness on collaborative behaviour is contingent on the level of network governance prevailing in the firm's environment."
"262","stakeholder integration","competitive advantage","pos_assoc","F","stakeholder integration is a key precursor of competitive advantage."
"262","stakeholder activism","stakeholder integration -> strategic advantage","moderates","A","stakeholder activism acts as a contingency on the stakeholder integration-strategic advantage relationship."
"262","stakeholder integration","strategic advantage","pos_assoc","E","stakeholder integration is significantly positively associated with strategic advantage."
"262","board diversity","firm reputation","pos_assoc","E","board diversity shows a positive relationship with firm reputation."
"263","asset orchestration","value appropriation","pos_assoc","F","asset orchestration is a key antecedent of value appropriation in the empirical setting examined."
"263","resource leveraging","firm performance","pos_assoc","D","The findings document the influence of resource leveraging on firm performance."
"263","managerial attention","value appropriation","pos_assoc","F","managerial attention is a critical determinant of value appropriation."
"263","resource structuring","strategic alignment","neg_assoc","E","resource structuring is negatively associated with strategic alignment."
"263","resource leveraging","competitive advantage","pos_assoc","E","resource leveraging has a positive and significant effect on competitive advantage."
"263","resource orchestration","competitive advantage","pos_assoc","E","resource orchestration is significantly positively associated with competitive advantage after accounting for firm- and industry-level controls."
"263","resource leveraging","competitive advantage","pos_assoc","F","resource leveraging is a key predictor of competitive advantage."
"263","strategic alignment","resource leveraging -> competitive advantage","mediates","A","Bootstrap mediation analysis confirms that strategic alignment mediates the resource leveraging-competitive advantage relationship."
"263","resource configuration","competitive advantage","pos_assoc","F","resource configuration is a determinant of competitive advantage."
"264","resource structuring","competitive advantage","pos_assoc","D","The results clarify the role of resource structuring in shaping competitive advantage."
"264","strategic alignment","top management team composition -> firm performance","mediates","A","strategic alignment mediates the effect of top management team composition on firm performance."
"264","resource structuring","value creation","pos_assoc","F","value creation is a consequence of resource structuring."
"265","institutional capabilities","internationalisation success","pos_assoc","B","institutional capabilities stimulate internationalisation success."
"265","indigenous knowledge resources","domestic competitive advantage","pos_assoc","E","indigenous knowledge resources are significantly positively associated with domestic competitive advantage after accounting for firm- and industry-level controls."
"265","dynamic capabilities","institutional capabilities -> internationalisation success","mediates","A","Bootstrap mediation analysis confirms that dynamic capabilities mediate the institutional capabilities-internationalisation success relationship."
"265","indigenous knowledge resources","international performance","pos_assoc","E","indigenous knowledge resources exhibit a robustly positive effect on international performance that survives a battery of robustness checks."
"266","industry digital intensity","IT business alignment -> agility","moderates","A","industry digital intensity conditions the effect of IT business alignment on agility, with the relationship stronger under high industry digital intensity."
"266","IT business alignment","agility","pos_assoc","B","IT business alignment fosters agility."
"266","industry digital intensity","IT investment -> digital transformation outcomes","moderates","A","industry digital intensity attenuates the effect of IT investment on digital transformation outcomes."
"266","IT business alignment","agility","pos_assoc","F","IT business alignment is a necessary precursor of agility."
"267","government linkages","international performance","pos_assoc","F","government linkages are critical antecedent of international performance under the boundary conditions identified."
"267","institutional environment","dynamic capabilities","pos_assoc","F","institutional environment is a robust predictor of dynamic capabilities after the controls and fixed effects are imposed."
"268","stakeholder pressure","stakeholder integration","pos_assoc","D","The results identify the impact of stakeholder pressure on stakeholder integration both in isolation and in combination with other strategic resources."
"268","regulatory stringency","sustainable competitive advantage","pos_assoc","F","regulatory stringency is the proximal driver of sustainable competitive advantage."
"268","environmental capabilities","financial performance","pos_assoc","F","environmental capabilities are strong predictors of financial performance."
"268","pollution prevention capability","financial performance","pos_assoc","F","pollution prevention capability emerges as a key determinant of financial performance in the configurational analysis."
"269","process innovation","firm performance","pos_assoc","B","process innovation significantly enhances firm performance across the sample."
"269","innovation diffusion","incremental innovation -> long-term competitiveness","mediates","A","innovation diffusion mediates the relationship between incremental innovation and long-term competitiveness."
"270","resource accumulation","resource configuration","pos_assoc","F","resource accumulation is the principal driver of resource configuration across the firms in our sample."
"270","industry competitiveness","resource accumulation -> sustained competitive advantage","moderates","A","industry competitiveness negatively moderates the relationship between resource accumulation and sustained competitive advantage."
"270","organizational capabilities","tangible resources -> rent appropriation","mediates","A","organizational capabilities partially mediate the effect of tangible resources on rent appropriation."
"270","organizational capabilities","VRIO resources -> sustained competitive advantage","mediates","A","Bootstrap mediation analysis confirms that organizational capabilities mediate the VRIO resources-sustained competitive advantage relationship."
"271","technological diversity","innovation diffusion","pos_assoc","B","technological diversity facilitates innovation diffusion."
"272","domestic market experience","internationalisation success","neg_assoc","E","domestic market experience has a negative effect on internationalisation success."
"272","domestic market experience","internationalisation success","neg_assoc","B","domestic market experience diminishes internationalisation success."
"273","prior alliance experience","joint value creation","pos_assoc","F","prior alliance experience is an antecedent of joint value creation."
"273","prior alliance experience","joint value creation","pos_assoc","B","prior alliance experience consistently shapes joint value creation across the sub-samples examined."
"273","knowledge transfer","alliance learning -> relational governance","mediates","A","knowledge transfer mediates the relationship between alliance learning and relational governance."
"273","prior alliance experience","joint value creation","pos_assoc","E","prior alliance experience is significantly positively associated with joint value creation after accounting for firm- and industry-level controls."
"273","alliance interdependence","prior alliance experience -> joint value creation","moderates","A","alliance interdependence moderates the relationship between prior alliance experience and joint value creation."
"274","trust between partners","dedicated alliance function -> trust","moderates","A","trust between partners moderate the effect of dedicated alliance function on trust."
"274","alliance management capability","firm innovation","pos_assoc","B","alliance management capability promotes firm innovation."
"274","trust between partners","alliance capability -> coordination capability","moderates","A","trust between partners attenuate the effect of alliance capability on coordination capability."
"274","alliance management capability","firm innovation","pos_assoc","D","The empirical model captures the effect of alliance management capability on firm innovation after accounting for plausible confounders."
"275","value creation","rare resources -> competitive advantage","mediates","A","value creation substantially mediates the relationship between rare resources and competitive advantage, accounting for a meaningful share of the total effect."
"275","strategic resources","superior performance","pos_assoc","F","superior performance is a consequence of strategic resources."
"275","value creation","VRIN resources -> organizational capabilities","mediates","A","The mediation analysis shows that value creation carries the principal portion of the effect of VRIN resources on organizational capabilities."
"275","strategic resources","competitive advantage","pos_assoc","F","strategic resources are the proximal antecedents of competitive advantage."
"275","environmental munificence","strategic resources -> superior performance","moderates","A","environmental munificence acts as a contingency on the strategic resources-superior performance relationship."
"276","frugal innovation capability","domestic competitive advantage","pos_assoc","D","The results identify the impact of frugal innovation capability on domestic competitive advantage both in isolation and in combination with other strategic resources."
"276","frugal innovation capability","domestic competitive advantage","pos_assoc","E","frugal innovation capability is significantly positively associated with domestic competitive advantage."
"276","frugal innovation capability","domestic competitive advantage","pos_assoc","F","frugal innovation capability is the principal antecedent of domestic competitive advantage."
"277","vicarious learning","organisational adaptation","pos_assoc","E","vicarious learning shows a positive relationship with organisational adaptation."
"277","vicarious learning","organisational adaptation","pos_assoc","F","vicarious learning is the proximal antecedent of organisational adaptation."
"277","learning orientation","knowledge integration","pos_assoc","F","learning orientation is a critical driver of knowledge integration."
"277","learning orientation","absorptive capability","pos_assoc","F","learning orientation is a key precursor of absorptive capability."
"277","environmental turbulence","organizational learning -> knowledge integration","moderates","A","environmental turbulence negatively moderates the relationship between organizational learning and knowledge integration."
"277","learning orientation","knowledge stock growth","pos_assoc","F","knowledge stock growth is a consequence of learning orientation."
"277","experimentation","knowledge stock growth","pos_assoc","F","experimentation is a critical antecedent of knowledge stock growth under the boundary conditions identified."
"277","environmental turbulence","exploitative learning -> knowledge transfer","moderates","A","We find a significant interaction between exploitative learning and environmental turbulence in predicting knowledge transfer, indicating that environmental turbulence moderates the focal relationship."
"277","experiential learning","organisational adaptation","pos_assoc","D","The findings document the influence of experiential learning on organisational adaptation."
"278","inter-firm resource heterogeneity","superior performance","pos_assoc","D","The estimates show the contribution of inter-firm resource heterogeneity to superior performance."
"278","resource configuration","strategic resources -> firm performance","mediates","A","resource configuration serves as a mediator of the relationship between strategic resources and firm performance."
"278","intangible resources","superior performance","pos_assoc","F","intangible resources are the proximal drivers of superior performance."
"278","resource heterogeneity","superior performance","pos_assoc","F","resource heterogeneity is the principal antecedent of superior performance."
"278","industry competitiveness","tangible resources -> persistent above-normal returns","moderates","A","industry competitiveness attenuates the effect of tangible resources on persistent above-normal returns."
"278","ex ante resource selection","firm performance","pos_assoc","F","ex ante resource selection is the proximal driver of firm performance."
"279","institutional adaptation","firm-specific advantages -> absorptive capacity","mediates","A","The effect of firm-specific advantages on absorptive capacity is mediated by institutional adaptation."
"279","domestic market experience","domestic competitive advantage","neg_assoc","B","domestic market experience reduces domestic competitive advantage when contextual conditions are unfavourable."
"280","board diversity","firm reputation","neg_assoc","E","board diversity is negatively associated with firm reputation in the focal sample, contrary to standard predictions."
"280","stakeholder integration","legitimacy","pos_assoc","F","stakeholder integration is the principal antecedent of legitimacy."
"280","industry visibility","stakeholder engagement -> reputational capital","moderates","A","industry visibility moderates the effect of stakeholder engagement on reputational capital."
"281","digital capabilities","agility","pos_assoc","C","agility is significantly enhanced by digital capabilities after controlling for confounding factors."
"281","IT business alignment","business process agility","pos_assoc","F","business process agility is a consequence of IT business alignment."
"281","IT-enabled intangibles","organisational learning","pos_assoc","B","IT-enabled intangibles robustly drive organisational learning after controls for firm and industry characteristics."
"281","digital capabilities","agility","pos_assoc","B","digital capabilities significantly enhance agility across the sample."
"282","trust","relational capital -> alliance success","mediates","A","The indirect effect of relational capital on alliance success runs through trust."
"282","alliance portfolio configuration","knowledge transfer","pos_assoc","E","alliance portfolio configuration exhibits a positive effect on knowledge transfer."
"283","process capital","market performance","pos_assoc","B","process capital accelerates market performance."
"283","organisational design","profitability","pos_assoc","B","organisational design predicts profitability."
"283","organisational capital","innovation performance","neg_assoc","B","organisational capital undermines innovation performance."
"284","managerial mental models","strategic decision quality","pos_assoc","D","The findings highlight the association between managerial mental models and strategic decision quality."
"284","managerial mental models","strategic decision quality","pos_assoc","E","managerial mental models have a positive and economically meaningful effect on strategic decision quality across all specifications."
"284","managerial mental models","strategic decision-making processes","pos_assoc","E","managerial mental models exhibit a robustly positive effect on strategic decision-making processes that survives a battery of robustness checks."
"284","attentional engagement","managerial heuristics -> firm-level adaptation","mediates","A","attentional engagement partially mediates the effect of managerial heuristics on firm-level adaptation."
"285","institutional environment","firm growth","neg_assoc","C","firm growth is reduced by institutional environment."
"285","institutional environment","firm growth","neg_assoc","E","institutional environment has a negative effect on firm growth."
"286","environmental turbulence","top management team composition -> value appropriation","moderates","A","The effect of top management team composition on value appropriation is contingent on the level of environmental turbulence prevailing in the firm's environment."
"286","strategic intent","value creation","pos_assoc","B","strategic intent robustly drives value creation after controls for firm and industry characteristics."
"286","resource leveraging","value creation","pos_assoc","E","resource leveraging exhibits a positive effect on value creation."
"286","top management team composition","value appropriation","pos_assoc","E","top management team composition is significantly positively associated with value appropriation after accounting for firm- and industry-level controls."
"286","top management team composition","strategic alignment","pos_assoc","E","top management team composition shows a strong positive relationship with strategic alignment."
"286","resource configuration","strategic alignment","neg_assoc","E","resource configuration is negatively associated with strategic alignment."
"287","absorptive capacity gap","prior knowledge stock -> incremental innovation","moderates","A","absorptive capacity gap amplifies the effect of prior knowledge stock on incremental innovation."
"288","network centrality","trust","pos_assoc","B","network centrality accelerates trust."
"288","network ties","opportunity recognition","neg_assoc","E","network ties have a significant negative effect on opportunity recognition."
"288","tenure with partners","knowledge transfer","pos_assoc","F","tenure with partners are key determinants of knowledge transfer."
"288","network ties","opportunity recognition","neg_assoc","B","network ties undermine opportunity recognition."
"289","human capital","market performance","pos_assoc","F","human capital is a key driver of market performance."
"289","innovation performance","training investment -> knowledge management","mediates","A","The results indicate that innovation performance mediates the relationship between training investment and knowledge management."
"289","human capital","market performance","pos_assoc","B","human capital promotes market performance."
"289","process capital","innovation performance","pos_assoc","F","process capital is a key antecedent of innovation performance."
"289","innovation performance","structural capital -> intellectual capital integration","mediates","A","innovation performance serves as a mediator of the relationship between structural capital and intellectual capital integration."
"290","organisational routines","attentional engagement","pos_assoc","D","The findings highlight the association between organisational routines and attentional engagement."
"290","team-level routines","strategic change","neg_assoc","B","team-level routines reduce strategic change when contextual conditions are unfavourable."
"290","managerial mental models","dynamic capabilities","pos_assoc","B","managerial mental models foster dynamic capabilities."
"290","environmental complexity","managerial human capital -> strategic decision quality","moderates","A","environmental complexity moderates the relationship between managerial human capital and strategic decision quality."
"291","competitive intensity","IT business alignment -> process innovation","moderates","A","competitive intensity moderates the relationship between IT business alignment and process innovation."
"291","IT governance","process innovation","pos_assoc","F","IT governance emerges as a key determinant of process innovation in the configurational analysis."
"291","IT capabilities","agility","neg_assoc","B","IT capabilities undermine agility."
"291","organisational learning","IT human resources capability -> firm performance","mediates","A","organisational learning substantially mediates the relationship between IT human resources capability and firm performance, accounting for a meaningful share of the total effect."
"291","IT governance","agility","pos_assoc","C","agility is shaped by IT governance."
"291","digital strategy","firm performance","pos_assoc","B","digital strategy stimulates firm performance."
"292","institutional capabilities","international performance","pos_assoc","D","The empirical analysis quantifies the effect of institutional capabilities on international performance."
"292","absorptive capacity","institutional capabilities -> international performance","mediates","A","absorptive capacity mediates the effect of institutional capabilities on international performance."
"292","cultural distance","frugal innovation capability -> absorptive capacity","moderates","A","cultural distance attenuates the effect of frugal innovation capability on absorptive capacity."
"292","cultural distance","institutional capabilities -> international performance","moderates","A","cultural distance amplifies the effect of institutional capabilities on international performance."
"293","knowledge transformation","patent productivity","pos_assoc","B","knowledge transformation shapes patent productivity."
"293","potential absorptive capacity","innovation performance","pos_assoc","F","potential absorptive capacity is the proximal driver of innovation performance."
"293","absorptive capacity","exploratory innovation","pos_assoc","F","absorptive capacity is the proximal driver of exploratory innovation."
"293","knowledge assimilation","incremental innovation","pos_assoc","F","knowledge assimilation is the principal antecedent of incremental innovation."
"294","resource orchestration","firm performance","pos_assoc","F","resource orchestration is the principal antecedent of firm performance."
"294","industry life-cycle","asset orchestration -> value appropriation","moderates","A","industry life-cycle moderates the relationship between asset orchestration and value appropriation."
"294","industry life-cycle","resource bundling -> operational capabilities","moderates","A","industry life-cycle attenuates the effect of resource bundling on operational capabilities."
"295","green absorptive capacity","environmental management capability -> sustainable competitive advantage","mediates","A","green absorptive capacity mediates the effect of environmental management capability on sustainable competitive advantage."
"295","environmental management capability","sustainable competitive advantage","pos_assoc","D","The results identify the impact of environmental management capability on sustainable competitive advantage both in isolation and in combination with other strategic resources."
"296","big data analytics capability","operational performance","neg_assoc","E","big data analytics capability is negatively associated with operational performance in the focal sample, contrary to standard predictions."
"296","big data analytics capability","innovation performance","pos_assoc","F","big data analytics capability is the principal driver of innovation performance across the firms in our sample."
"296","process innovation","big data analytics capability -> innovation performance","mediates","A","The results indicate that process innovation mediates the relationship between big data analytics capability and innovation performance."
"296","big data analytics capability","innovation performance","pos_assoc","B","big data analytics capability facilitates innovation performance."
"297","managerial foresight","competitive advantage","neg_assoc","B","managerial foresight reduces competitive advantage."
"297","rare resources","competitive advantage","pos_assoc","F","rare resources are strong predictors of competitive advantage."
"297","VRIN resources","firm performance","pos_assoc","B","VRIN resources accelerate firm performance."
"298","knowledge codification","rent appropriation","pos_assoc","F","knowledge codification is a key driver of rent appropriation."
"298","firm-level learning","knowledge codification -> rent appropriation","mediates","A","The mediation analysis shows that firm-level learning carries the principal portion of the effect of knowledge codification on rent appropriation."
"299","CSR capabilities","long-term firm value","neg_assoc","B","CSR capabilities weaken long-term firm value."
"299","industry visibility","CSR capabilities -> long-term firm value","moderates","A","industry visibility attenuates the effect of CSR capabilities on long-term firm value."
"299","stakeholder integration","legitimacy","pos_assoc","F","stakeholder integration is the proximal driver of legitimacy."
"299","board diversity","firm reputation","neg_assoc","E","board diversity has a negative effect on firm reputation."
"300","investment in human capital","competitive advantage","pos_assoc","B","investment in human capital significantly enhances competitive advantage across the sample."
